,cityID,total_n,total_p,total_a,招拍挂_n,招拍挂_p,招拍挂_a,协议出让_n,协议出让_p,协议出让_a,划拨_n,划拨_p,划拨_a,其他_n,其他_p,其他_a,租赁_n,租赁_p,租赁_a,existing_n,existing_p,existing_a,new_n,new_p,new_a,stock_n,stock_p,stock_a
530416,玉溪市,58.0,169157.41259999998,217.00530000000003,33.0,108810.8,105.42,0.0,0.0,0.0,25.0,60346.6126,111.58529999999999,0.0,0.0,0.0,0.0,0.0,0.0,8.0,79744.0,21.6994,46.0,55905.912599999996,139.27270000000007,4.0,33507.5,56.033199999999994
530502,保山市,14.0,0.0,21.7485,1.0,0.0,0.9995,3.0,0.0,2.2719,10.0,0.0,18.4771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,21.7485,0.0,0.0,0.0
530503,保山市,18.0,0.0,31.665499999999998,6.0,0.0,7.3201,3.0,0.0,19.4555,9.0,0.0,4.889899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,31.665499999999998,0.0,0.0,0.0
530504,保山市,9.0,710.7916,13.1977,2.0,710.7916,3.8,0.0,0.0,0.0,7.0,0.0,9.3977,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0225,6.0,710.7916,8.1752,0.0,0.0,0.0
530505,保山市,5.0,38.13,1.3763999999999998,5.0,38.13,1.3763999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,38.13,1.3763999999999998,0.0,0.0,0.0,0.0,0.0,0.0
530506,保山市,52.0,635.8303999999999,2.0944000000000003,45.0,635.3016,1.8518,1.0,0.5288,0.0661,6.0,0.0,0.1765,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4205,49.0,635.8303999999999,1.6477,1.0,0.0,0.0262
530507,保山市,113.0,107279.9968,64.04880000000001,100.0,107279.99680000002,58.6699,0.0,0.0,0.0,13.0,0.0,5.3789,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15246.386900000001,34.547599999999996,98.0,91986.4399,29.354499999999998,4.0,47.17,0.1467
530508,保山市,107.0,21229.254800000002,51.79439999999998,94.0,21007.8503,45.88759999999999,1.0,7.992,0.024,12.0,213.41250000000002,5.882799999999998,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2522.8111,5.536999999999999,92.0,18706.4437,45.99149999999999,1.0,0.0,0.2659
530509,保山市,34.0,27447.892700000004,42.482,20.0,26632.892700000004,37.624,0.0,0.0,0.0,14.0,815.0,4.8580000000000005,0.0,0.0,0.0,0.0,0.0,0.0,2.0,627.6712,1.8319999999999999,25.0,14632.5293,27.569300000000002,7.0,12187.692200000001,13.0807
530510,保山市,25.0,12255.300200000001,59.268699999999995,17.0,11648.8882,55.1006,0.0,0.0,0.0,8.0,606.412,4.1681,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2345.5995000000003,3.8973999999999998,14.0,9747.775699999998,52.9306,7.0,161.925,2.4407
530511,保山市,98.0,21375.3121,40.9287,85.0,20785.7933,31.908200000000004,1.0,5.0491,0.0228,12.0,584.4697,8.9977,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2203.2647,11.0267,78.0,13216.422400000001,18.439300000000003,10.0,5955.625,11.462699999999998
530512,保山市,54.0,33689.4146,49.023336,42.0,32690.8659,42.467736,0.0,0.0,0.0,12.0,998.5487,6.555600000000002,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2220.6825,8.0813,47.0,31468.7321,40.942036,0.0,0.0,0.0
530513,保山市,112.0,146735.6477,279.547776,92.0,142615.6097,222.364638,2.0,279.2674,1.066638,18.0,3840.7706,56.116499999999995,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18828.7018,17.517525,97.0,122773.2049,257.454951,3.0,5133.741,4.5753
530514,保山市,169.0,218981.9594,426.807953,130.0,161360.23200000002,250.891853,16.0,57378.96979999999,73.7843,23.0,242.7576,102.13179999999998,0.0,0.0,0.0,0.0,0.0,0.0,16.0,29883.621,26.5151,149.0,173976.2604,386.273453,4.0,15122.078000000001,14.0194
530515,保山市,88.0,84899.4577,195.567208,58.0,75421.0521,102.8239,7.0,5939.7181,12.279108,23.0,3538.6875,80.46419999999999,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9866.9867,7.969308000000001,69.0,60602.5879,163.8709,8.0,14429.883100000001,23.727
530516,保山市,119.0,59437.2881,257.0878,51.0,50396.1031,71.63959999999999,1.0,2036.71,3.1334,67.0,7004.475,182.31479999999996,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4946.45,5.9658,114.0,53845.638100000004,250.0436,1.0,645.2,1.0784
530602,昭通市,3.0,0.0,44.297,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,44.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,44.297,0.0,0.0,0.0
530603,昭通市,2.0,492.67859999999996,0.916,2.0,492.67859999999996,0.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,492.67859999999996,0.916,0.0,0.0,0.0,0.0,0.0,0.0
530604,昭通市,6.0,279.68,3.7269999999999994,1.0,279.68,1.216,0.0,0.0,0.0,5.0,0.0,2.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,279.68,3.7269999999999994,0.0,0.0,0.0
530605,昭通市,22.0,1622.9953999999998,11.804900000000002,16.0,1532.7066,5.9287,3.0,90.2888,1.5247,3.0,0.0,4.3515,0.0,0.0,0.0,0.0,0.0,0.0,3.0,507.6,1.5595999999999999,18.0,1115.3953999999999,9.977600000000002,1.0,0.0,0.2677
530606,昭通市,22.0,1487.6794,16.3707,8.0,1487.6794,4.6488,1.0,0.0,0.4023,13.0,0.0,11.3196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1487.6794,15.9684,1.0,0.0,0.4023
530607,昭通市,25.0,1151.1419,18.6041,9.0,1141.6119,3.3541,2.0,9.53,0.1978,14.0,0.0,15.0522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1151.1419,7.4349,8.0,0.0,11.1692
530608,昭通市,5.0,2534.61,4.5539000000000005,5.0,2534.61,4.5539000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2534.61,4.5539000000000005,0.0,0.0,0.0
530609,昭通市,23.0,12257.7549,36.0843,13.0,11549.1619,17.8556,2.0,549.4542,4.5959,8.0,159.1388,13.6328,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.74,2.2448,15.0,11577.1969,22.2925,6.0,672.8180000000001,11.546999999999999
530610,昭通市,65.0,118755.41799999999,134.57697000000002,40.0,118094.24910000002,120.33617000000001,16.0,45.523199999999996,0.4682,9.0,615.6456999999999,13.772599999999999,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8165.0446,3.1686,38.0,109974.7277,121.61357,7.0,615.6456999999999,9.7948
530611,昭通市,66.0,156719.33419999998,139.89310000000003,51.0,156371.21459999998,131.2251,8.0,18.474600000000002,0.0478,7.0,329.645,8.6202,0.0,0.0,0.0,0.0,0.0,0.0,9.0,20.0836,0.04989999999999999,56.0,156369.6056,138.96409999999997,1.0,329.645,0.8791
530612,昭通市,49.0,62024.857899999995,76.627268,36.0,60680.6155,64.914828,3.0,59.3499,0.055940000000000004,10.0,1284.8925,11.656500000000001,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11303.1624,3.0024400000000004,41.0,50721.6955,73.62482800000001,0.0,0.0,0.0
530613,昭通市,32.0,59065.980200000005,98.17636999999999,24.0,51808.3092,49.79197,3.0,6346.3138,38.9225,5.0,911.3572,9.4619,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1788.6516,1.44822,30.0,57277.3286,96.72814999999999,0.0,0.0,0.0
530614,昭通市,49.0,86894.57019999999,264.66898,15.0,58244.32239999999,46.9585,4.0,15947.0903,8.75418,30.0,12703.157500000001,208.9563,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20416.8115,21.745480000000004,34.0,52789.35869999999,228.855,3.0,13688.400000000001,14.0685
530615,昭通市,18.0,22455.192300000002,89.1759,7.0,16239.4807,12.6235,3.0,4796.8616,6.8504,8.0,1418.85,69.702,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1050.3225,6.6905,14.0,17774.724400000003,80.0159,1.0,3630.1454,2.4695
530616,昭通市,32.0,15849.6474,44.799445000000006,12.0,10961.4183,18.314899999999998,0.0,0.0,0.0,20.0,4888.2291,26.484545,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1420.0,14.9924,16.0,14429.6474,26.3478,4.0,0.0,3.459245
530703,丽江市,4.0,0.0,11.8304,0.0,0.0,0.0,3.0,0.0,8.4689,1.0,0.0,3.3615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.8304,0.0,0.0,0.0
530707,丽江市,1.0,428.86,18.7363,1.0,428.86,18.7363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,428.86,18.7363,0.0,0.0,0.0
530708,丽江市,12.0,27816.8059,66.4697,9.0,27816.8059,65.30690000000001,0.0,0.0,0.0,3.0,0.0,1.1628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,27464.0559,65.0861,1.0,352.75,1.3836
530709,丽江市,25.0,1023.3445,52.06379999999999,7.0,1023.3445,4.6309000000000005,0.0,0.0,0.0,18.0,0.0,47.4329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,976.8445,49.98389999999999,2.0,46.5,2.0799000000000003
530710,丽江市,12.0,15663.470000000001,67.6013,12.0,15663.470000000001,67.6013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15663.470000000001,67.6013,0.0,0.0,0.0
530711,丽江市,36.0,20534.053,69.48970000000001,24.0,20299.953,52.341,1.0,234.1,3.0383,11.0,0.0,14.110399999999998,0.0,0.0,0.0,0.0,0.0,0.0,4.0,234.1,7.5588999999999995,27.0,20299.952999999998,57.1542,5.0,0.0,4.7766
530712,丽江市,51.0,19574.5026,64.6854,18.0,19574.5026,28.7101,0.0,0.0,0.0,33.0,0.0,35.9753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,19574.5026,64.6854,0.0,0.0,0.0
530713,丽江市,40.0,74270.5253,118.99753899999999,21.0,73368.4853,85.93010000000001,0.0,0.0,0.0,19.0,902.04,33.067439,0.0,0.0,0.0,0.0,0.0,0.0,2.0,702.36,3.2965,37.0,73568.1653,115.527639,1.0,0.0,0.1734
530714,丽江市,27.0,42726.848,66.5408,22.0,42726.848,60.66539999999999,0.0,0.0,0.0,5.0,0.0,5.875399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,42726.848,66.5408,0.0,0.0,0.0
530715,丽江市,48.0,28851.0573,79.2091,26.0,28670.9473,66.14909999999999,2.0,180.11,1.6793,20.0,0.0,11.380700000000001,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1689.326,5.0331,44.0,27161.7313,74.17599999999999,0.0,0.0,0.0
530716,丽江市,36.0,31262.3732,73.65440000000001,18.0,31057.813199999997,56.635999999999996,0.0,0.0,0.0,18.0,204.56,17.018399999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,30094.1056,72.52059999999999,2.0,1168.2676,1.1338
530806,普洱市/思茅市,1.0,8.055,0.0358,0.0,0.0,0.0,1.0,8.055,0.0358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.055,0.0358,0.0,0.0,0.0,0.0,0.0,0.0
530807,普洱市/思茅市,63.0,2095.7365999999997,62.96349999999999,11.0,0.2639,12.494799999999998,22.0,2095.4727,9.709900000000001,30.0,0.0,40.75880000000001,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2095.7365999999997,50.339499999999994,11.0,0.0,12.623999999999999,0.0,0.0,0.0
530808,普洱市/思茅市,79.0,1332.9252,16.6437,0.0,0.0,0.0,58.0,1326.0069999999998,10.389499999999998,21.0,6.9182,6.254200000000001,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1332.9252,16.6437,0.0,0.0,0.0,0.0,0.0,0.0
530809,普洱市/思茅市,74.0,61391.26320000001,142.7093,10.0,41280.496,53.3114,61.0,19191.312700000002,83.74130000000001,3.0,919.4545,5.6566,0.0,0.0,0.0,0.0,0.0,0.0,67.0,44879.0087,107.27890000000002,6.0,16141.439999999999,33.4314,1.0,370.8145,1.999
530810,普洱市/思茅市,55.0,48894.01480000001,54.11410000000001,30.0,47792.9935,44.792699999999996,23.0,1101.0212999999999,8.134,2.0,0.0,1.1874,0.0,0.0,0.0,0.0,0.0,0.0,39.0,35984.02230000001,24.7914,16.0,12909.9925,29.3227,0.0,0.0,0.0
530811,普洱市/思茅市,134.0,38837.5766,169.33119999999997,73.0,22296.3275,85.3394,48.0,15346.3491,69.9849,13.0,1194.8999999999999,14.0069,0.0,0.0,0.0,0.0,0.0,0.0,51.0,17842.7673,71.7953,77.0,20003.062299999998,89.72479999999999,6.0,991.7470000000001,7.8111
530812,普洱市/思茅市,92.0,101312.5239,114.783336,48.0,96169.33660000001,83.1466,23.0,4440.257300000001,8.300088,21.0,702.93,23.336647999999997,0.0,0.0,0.0,0.0,0.0,0.0,31.0,20474.630100000002,21.456736,54.0,24666.1738,56.54709999999999,7.0,56171.72,36.7795
530813,普洱市/思茅市,230.0,170351.637,424.750489,101.0,103230.53300000002,143.29018100000002,65.0,60566.0548,89.8504,64.0,6555.0491999999995,191.609908,0.0,0.0,0.0,0.0,0.0,0.0,87.0,74114.40359999998,139.87080799999998,132.0,86596.4203,251.09411699999998,11.0,9640.8131,33.785564
530814,普洱市/思茅市,187.0,104530.6929,346.990867,45.0,67693.1908,72.193638,58.0,21311.175,34.396729,84.0,15526.327099999999,240.40050000000005,0.0,0.0,0.0,0.0,0.0,0.0,77.0,9265.827800000001,42.309760000000004,107.0,86287.57299999999,292.560607,3.0,8977.292099999999,12.1205
530815,普洱市/思茅市,96.0,79910.39240000001,262.549072,29.0,42140.321599999996,64.09324199999999,24.0,5685.5554,10.70503,43.0,32084.5154,187.75080000000003,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3362.9518,14.19683,65.0,62817.4823,195.259342,7.0,13729.9583,53.09290000000001
530816,普洱市/思茅市,138.0,32803.515999999996,351.270378,37.0,22729.9778,71.08089999999999,11.0,5185.3304,5.049988,90.0,4888.2078,275.13948999999997,0.0,0.0,0.0,0.0,0.0,0.0,23.0,6657.0843,25.524188,111.0,21428.061199999996,269.20189000000005,4.0,4718.3705,56.54430000000001
530907,临沧市,6.0,4425.84,49.8124,6.0,4425.84,49.8124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4425.84,49.8124,0.0,0.0,0.0
530908,临沧市,7.0,2833.054,46.89,4.0,2436.1040000000003,5.4559,0.0,0.0,0.0,3.0,396.95,41.4341,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1848.699,1.2083,5.0,984.355,45.3457,1.0,0.0,0.336
530909,临沧市,27.0,7423.8255,62.814099999999996,11.0,7098.675499999999,15.755900000000002,0.0,0.0,0.0,16.0,325.15,47.05819999999999,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3086.8799,13.705100000000002,10.0,3702.0065999999997,46.839600000000004,3.0,634.9390000000001,2.2694
530910,临沧市,9.0,1753.0978,7.897099999999999,7.0,1665.0978,7.049,0.0,0.0,0.0,2.0,88.0,0.8481,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1333,7.0,1665.0978,7.049,1.0,88.0,0.7148
530911,临沧市,42.0,13781.8109,52.92,18.0,10250.268399999999,21.723,0.0,0.0,0.0,24.0,3531.5425,31.197000000000003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3036.6821,9.1447,30.0,10104.7188,35.0486,7.0,640.4100000000001,8.726700000000001
530912,临沧市,38.0,20723.865099999995,134.55249999999998,29.0,20588.8876,122.94719999999998,0.0,0.0,0.0,9.0,134.9775,11.6053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8445.94,1.6892,36.0,11452.0133,132.1779,1.0,825.9118,0.6854
530913,临沧市,117.0,102245.49979999999,520.84305,74.0,95129.86230000001,369.93654999999995,7.0,3532.4655000000002,18.2025,36.0,3583.172,132.70400000000004,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1007.0,6.1906,112.0,99937.52040000001,510.62465000000003,1.0,1300.9794,4.0278
530914,临沧市,67.0,77289.15759999998,316.478632,51.0,75103.1176,231.17213200000003,0.0,0.0,0.0,16.0,2186.04,85.3065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,73349.15759999999,305.972132,1.0,3940.0,10.5065
530915,临沧市,40.0,41283.0625,165.0104,27.0,39620.0685,112.3957,0.0,0.0,0.0,13.0,1662.9940000000001,52.61469999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,41283.0625,162.34369999999998,1.0,0.0,2.6667
530916,临沧市,47.0,22228.603399999996,170.52009999999999,23.0,19629.8099,46.15100000000001,3.0,2332.0065000000004,12.0619,21.0,266.787,112.30720000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,266.787,0.9881,46.0,21961.8164,169.532,0.0,0.0,0.0
532311,楚雄彝族自治州,1.0,0.0,0.9765,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9765,0.0,0.0,0.0
532313,楚雄彝族自治州,1.0,7686.469,5.7793,1.0,7686.469,5.7793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7686.469,5.7793,0.0,0.0,0.0
532508,红河哈尼族彝族自治州,1.0,0.0,1.5981,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5981
532509,红河哈尼族彝族自治州,1.0,450.0,1.6667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,450.0,1.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,450.0,1.6667,0.0,0.0,0.0
532614,文山壮族苗族自治州,5.0,0.0,36.1419,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,36.1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,36.1419,0.0,0.0,0.0
532811,西双版纳傣族自治州,47.0,23487.24,58.355971,46.0,23487.239999999998,56.648671,0.0,0.0,0.0,1.0,0.0,1.7073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,23487.239999999998,56.648671,1.0,0.0,1.7073
532812,西双版纳傣族自治州,17.0,23944.77,50.942751,17.0,23944.77,50.942751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,23944.77,50.942751,0.0,0.0,0.0
532813,西双版纳傣族自治州,77.0,78460.3696,139.30002700000003,77.0,78460.3696,139.30002700000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,78460.3696,139.30002700000003,0.0,0.0,0.0
532814,西双版纳傣族自治州,14.0,19749.260000000002,32.556562,14.0,19749.260000000002,32.556562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,19749.260000000002,32.556562,0.0,0.0,0.0
532815,西双版纳傣族自治州,7.0,9178.8279,12.938699999999997,7.0,9178.8279,12.938699999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7958.39,12.023299999999999,1.0,1220.4379,0.9154
532816,西双版纳傣族自治州,3.0,11947.006000000001,7.740971,3.0,11947.006000000001,7.740971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5496.0,2.0098000000000003,1.0,6451.006,5.731171,0.0,0.0,0.0
532908,大理白族自治州,7.0,3471.1098,8.4128,7.0,3471.1098,8.4128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3471.1098,8.4128,0.0,0.0,0.0
532909,大理白族自治州,1.0,0.0,1.0242,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0242,0.0,0.0,0.0
532910,大理白族自治州,4.0,0.0,4.9748,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.9748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7454,3.0,0.0,4.2294
532911,大理白族自治州,7.0,7569.657,9.552299999999999,1.0,1660.0,0.6336,0.0,0.0,0.0,6.0,5909.657,8.9187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1660.0,0.6336,3.0,1483.0902,4.990600000000001,3.0,4426.5668000000005,3.9280999999999997
532912,大理白族自治州,17.0,9124.6267,18.0854,10.0,8523.1383,11.5546,0.0,0.0,0.0,7.0,601.4884,6.530799999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5615.043,5.3893,11.0,1777.6437,10.167300000000001,2.0,1731.94,2.5288
532913,大理白族自治州,22.0,49825.90389999999,75.65839999999999,17.0,47455.07,71.82389999999998,0.0,0.0,0.0,5.0,2370.8339,3.8345000000000002,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1927.6549,15.476299999999998,19.0,45513.72899999999,56.91609999999999,1.0,2384.52,3.266
532914,大理白族自治州,9.0,25727.1884,22.8263,7.0,24886.9,20.2997,0.0,0.0,0.0,2.0,840.2883999999999,2.5266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,915.0,0.9323,7.0,7712.1884,15.991700000000002,1.0,17100.0,5.9023
532915,大理白族自治州,3.0,1775.8000000000002,8.967500000000001,0.0,0.0,0.0,1.0,815.95,1.9427,2.0,959.85,7.0248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1775.8000000000002,8.967500000000001,0.0,0.0,0.0
532916,大理白族自治州,1.0,502.7844,0.154822,1.0,502.7844,0.154822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,502.7844,0.154822,0.0,0.0,0.0,0.0,0.0,0.0
533111,德宏傣族景颇族自治州,1.0,375.2872,1.7136,1.0,375.2872,1.7136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,375.2872,1.7136,0.0,0.0,0.0,0.0,0.0,0.0
533112,德宏傣族景颇族自治州,6.0,1270.035,6.6882,6.0,1270.035,6.6882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,858.2777,4.3081,2.0,411.7573,2.3801
533306,怒江傈僳族自治州,1.0,1.7486,0.009,1.0,1.7486,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7486,0.009,0.0,0.0,0.0,0.0,0.0,0.0
540108,拉萨市,2.0,1745.98,3.0994,0.0,0.0,0.0,2.0,1745.98,3.0994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1745.98,3.0994,0.0,0.0,0.0,0.0,0.0,0.0
540109,拉萨市,17.0,4009.8487999999993,14.865200000000002,1.0,90.0,0.2,12.0,2608.2087999999994,8.495199999999999,4.0,1311.6399999999999,6.17,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3415.5112,13.111200000000002,2.0,350.0,0.8700000000000001,1.0,244.3376,0.884
610106,西安市,24.0,9076.9051,16.854,0.0,0.0,0.0,24.0,9076.9051,16.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,9048.6429,16.772,1.0,28.2622,0.082,0.0,0.0,0.0
610107,西安市,261.0,186525.873,673.26504,65.0,143691.71980000002,162.00974,128.0,42834.1532,186.62560000000002,68.0,0.0,324.62969999999996,0.0,0.0,0.0,0.0,0.0,0.0,194.0,118583.13990000001,351.299,42.0,66080.99,222.63673999999997,25.0,1861.7431000000001,99.32929999999999
610108,西安市,302.0,538562.6993,1089.743914,134.0,402514.3871,547.1138000000001,66.0,136048.3122,142.44951999999998,102.0,0.0,400.180594,0.0,0.0,0.0,0.0,0.0,0.0,145.0,250027.9462,281.2413,119.0,79469.9074,580.3651140000001,38.0,209064.84570000003,228.13750000000005
610109,西安市,313.0,3541264.7664000005,2603.94473,116.0,729210.0937,485.85435,96.0,2812054.6727,235.86690000000002,101.0,0.0,1882.22348,0.0,0.0,0.0,0.0,0.0,0.0,134.0,2839241.2963,1579.2981999999997,116.0,410794.51379999996,723.1622799999999,63.0,291228.95629999996,301.48425
610110,西安市,457.0,1345147.3992,1996.152477,136.0,1012278.4585000001,609.17688,139.0,331052.7675,338.1867000000001,182.0,1816.1732,1048.788897,0.0,0.0,0.0,0.0,0.0,0.0,207.0,255677.82000000004,360.81815,167.0,774835.4827,998.167697,83.0,314634.0965,637.1666299999999
610111,西安市,382.0,661195.2516000001,2048.883609,94.0,471531.72819999995,341.15848900000003,64.0,113054.9686,123.83116299999999,224.0,76608.55480000001,1583.893957,0.0,0.0,0.0,0.0,0.0,0.0,119.0,236875.1726,199.073521,239.0,389965.6629,1738.8517399999998,24.0,34354.4161,110.95834800000002
610112,西安市,510.0,2313509.6044,2892.340193,228.0,2202517.21,953.8919530000001,39.0,73441.92510000001,57.74487099999999,243.0,37550.4693,1880.7033690000003,0.0,0.0,0.0,0.0,0.0,0.0,100.0,504956.58559999993,225.58494000000002,366.0,1633886.5737,2459.0850689999997,44.0,174666.4451,207.670184
610113,西安市,469.0,1839195.8950999998,2954.328396,190.0,1780965.4300000002,820.7684469999999,19.0,26793.2385,52.59178299999999,260.0,31437.2266,2080.968166,0.0,0.0,0.0,0.0,0.0,0.0,61.0,176124.5927,174.515555,383.0,1557394.3024,2681.572875,25.0,105677.0,98.239966
610114,西安市,407.0,1578897.3389,2077.976974,115.0,1498915.0,495.50124999999997,16.0,31939.1189,39.810165,276.0,48043.22000000001,1542.6655589999998,0.0,0.0,0.0,0.0,0.0,0.0,76.0,316034.6766,123.67299899999998,299.0,972701.8372,1308.223404,32.0,290160.8251,646.080571
610115,西安市,331.0,1034371.8113,1564.318252,97.0,937984.0,444.591533,10.0,45323.8491,43.28027,224.0,51063.9622,1076.446449,0.0,0.0,0.0,0.0,0.0,0.0,62.0,385539.919,151.858476,243.0,538694.8923,979.3979469999999,26.0,110137.0,433.06182899999993
610116,西安市,240.0,831072.8559,1344.205887,74.0,818737.0,319.599929,4.0,9420.0588,4.1394459999999995,162.0,2915.7971000000002,1020.466512,0.0,0.0,0.0,0.0,0.0,0.0,62.0,338495.0588,103.62767999999997,152.0,331064.79709999997,810.822873,26.0,161513.0,429.75533400000006
